ageDifference,weightDifference,heightDifference,ref,round,weightClass,method
6,0,3,John McCarthy,2,Lightweight,TKO
4,15,0,Yves Lavigne,3,Lightweight,Submission
1,33,6,Herb Dean,1,Heavyweight,TKO
,16,3,Yves Lavigne,1,Heavyweight,TKO
0,4,2,Steve Mazzagatti,3,Lightweight,Submission
1,14,0,N/A,3,Lightweight,Decision
0,15,2,N/A,2,Middleweight,KO
0,5,1,N/A,3,Middleweight,Decision
2,1,2,N/A,1,Welterweight,Submission
10,14,0,N/A,1,Welterweight,Submission
,0,0,N/A,1,Welterweight,Submission
,15,2,N/A,2,Light Heavyweight,TKO
6,20,1,N/A,3,Middleweight,Decision
,16,1,N/A,1,Welterweight,Submission
6,0,2,John McCarthy,1,Light Heavyweight,TKO
2,0,0,Steve Mazzagatti,3,Light Heavyweight,Decision
0,0,2,Herb Dean,3,Welterweight,Submission
,0,2,Mario Yamasaki,1,Heavyweight,KO
10,0,2,John McCarthy,3,Lightweight,Submission
,45,0,Herb Dean,1,Middleweight,Submission
5,11,0,Steve Mazzagatti,1,Heavyweight,Submission
,2,1,Mario Yamasaki,1,Light Heavyweight,Submission
3,0,0,Herb Dean,3,Middleweight,Decision
5,25,0,John McCarthy,3,Welterweight,TKO
0,22,1,Steve Mazzagatti,3,Welterweight,Decision
6,0,1,Herb Dean,2,Lightweight,KO
2,0,1,John McCarthy,2,Light Heavyweight,KO
10,20,2,Herb Dean,1,Lightweight,KO
3,3,1,Steve Mazzagatti,3,Lightweight,Decision
,15,3,John McCarthy,2,Heavyweight,KO
,31,2,Herb Dean,3,Lightweight,Decision
,10,5,Steve Mazzagatti,1,Lightweight,Submission
11,7,1,John McCarthy,1,Light Heavyweight,TKO
,18,4,Troy Waugh,1,Middleweight,Submission
5,20,0,Jorge Alonso,1,Middleweight,Submission
3,0,2,John McCarthy,3,Light Heavyweight,Decision
7,1,0,Troy Waugh,2,Middleweight,Submission
12,14,1,Marco Lopez,1,Welterweight,Submission
1,20,5,John McCarthy,3,Middleweight,Decision
4,15,0,Troy Waugh,3,Welterweight,Decision
2,15,1,Jorge Alonso,1,Welterweight,Submission
1,0,1,John McCarthy,1,Middleweight,KO
3,10,4,Steve Mazzagatti,5,Lightweight,Decision
2,30,2,Mario Yamasaki,3,Middleweight,Decision
6,21,2,Yves Lavigne,3,Heavyweight,Decision
12,15,3,Mario Yamasaki,1,Lightweight,TKO
6,20,1,Yves Lavigne,3,Middleweight,TKO
,10,3,Steve Mazzagatti,2,Featherweight,Submission
2,10,1,John McCarthy,1,Lightweight,Submission
0,0,5,Herb Dean,3,Welterweight,Decision
7,15,3,John McCarthy,1,Middleweight,Submission
0,12,0,Steve Mazzagatti,2,Featherweight,Submission
10,20,0,Yves Lavigne,1,Middleweight,TKO
11,0,1,Herb Dean,2,Welterweight,Submission
3,6,1,John McCarthy,2,Middleweight,KO
7,15,0,Steve Mazzagatti,1,Middleweight,Submission
1,15,1,Yves Lavigne,3,Welterweight,Decision
8,0,1,John McCarthy,2,Welterweight,TKO
3,27,11,John McCarthy,5,Heavyweight,Decision
3,0,1,Mario Yamasaki,1,Middleweight,TKO
2,57,1,Steve Mazzagatti,1,Light Heavyweight,TKO
10,1,0,Mario Yamasaki,1,Lightweight,Submission
0,15,3,Steve Mazzagatti,2,Welterweight,TKO
,35,3,John McCarthy,1,Heavyweight,KO
2,0,,Mario Yamasaki,2,Light Heavyweight,TKO
3,0,1,Steve Mazzagatti,3,Light Heavyweight,Decision
1,15,2,John McCarthy,1,Lightweight,KO
2,0,2,Herb Dean,3,Welterweight,Decision
3,18,0,Steve Mazzagatti,3,Welterweight,Decision
1,6,1,John McCarthy,3,Welterweight,Decision
5,30,1,Herb Dean,3,Light Heavyweight,Decision
4,15,1,Steve Mazzagatti,3,Middleweight,KO
7,2,1,John McCarthy,1,Middleweight,TKO
7,0,0,Herb Dean,3,Welterweight,Decision
,0,,Steve Mazzagatti,3,Middleweight,Decision
2,3,0,Herb Dean,1,Heavyweight,Submission
5,0,0,Steve Mazzagatti,3,Middleweight,Submission
,29,1,Herb Dean,3,Heavyweight,Decision
6,0,0,Mario Yamasaki,3,Light Heavyweight,TKO
4,20,1,John McCarthy,1,Middleweight,TKO
5,0,3,Steve Mazzagatti,2,Middleweight,Submission
1,36,0,Herb Dean,1,Heavyweight,KO
2,0,1,Mario Yamasaki,1,Middleweight,TKO
9,1,2,John McCarthy,2,Welterweight,KO
2,0,1,Troy Waugh,2,Light Heavyweight,KO
6,45,1,John McCarthy,3,Light Heavyweight,Decision
2,0,1,Jorge Alonso,2,Lightweight,TKO
3,0,1,John McCarthy,3,Middleweight,Decision
,15,2,Troy Waugh,3,Lightweight,Decision
,2,0,Jorge Alonso,1,Light Heavyweight,Submission
5,2,2,John McCarthy,3,Featherweight,Decision
,50,1,Troy Waugh,2,Lightweight,Submission
2,0,0,Herb Dean,2,Middleweight,Submission
8,13,1,Steve Mazzagatti,1,Heavyweight,TKO
11,0,0,Yves Lavigne,1,Lightweight,TKO
7,1,4,John McCarthy,2,Light Heavyweight,KO
1,15,1,Yves Lavigne,3,Welterweight,Decision
8,0,6,Herb Dean,1,Middleweight,KO
3,10,0,Steve Mazzagatti,3,Featherweight,Decision
2,20,1,John McCarthy,3,Middleweight,Decision
4,6,7,Yves Lavigne,3,Lightweight,Decision
11,62,7,John McCarthy,5,Light Heavyweight,Decision
4,15,0,Herb Dean,1,Welterweight,Submission
1,0,1,Herb Dean,2,Middleweight,TKO
1,0,2,Mark Matheny,3,Welterweight,Decision
2,0,2,John McCarthy,2,Light Heavyweight,KO
,0,1,John McCarthy,1,Light Heavyweight,TKO
3,0,3,Mark Matheny,2,Middleweight,Submission
3,3,0,Herb Dean,3,Lightweight,Decision
12,14,4,Mark Matheny,1,Lightweight,Submission
1,0,2,Steve Mazzagatti,1,Lightweight,Submission
0,5,2,Herb Dean,3,Heavyweight,Decision
4,9,3,John McCarthy,3,Featherweight,Submission
1,14,2,Yves Lavigne,2,Heavyweight,Submission
5,19,1,Steve Mazzagatti,3,Lightweight,Decision
4,0,1,Herb Dean,1,Lightweight,Submission
1,32,1,John McCarthy,3,Lightweight,Decision
2,15,2,Yves Lavigne,3,Welterweight,Decision
3,9,1,Herb Dean,3,Featherweight,Decision
7,0,4,John McCarthy,1,Welterweight,TKO
4,15,0,John McCarthy,3,Welterweight,Decision
4,10,0,Mario Yamasaki,3,Lightweight,Decision
2,15,1,Mario Yamasaki,3,Middleweight,Decision
2,0,4,John McCarthy,2,Middleweight,Submission
1,10,3,Kerry Hatley,3,Heavyweight,Decision
1,6,2,Mario Yamasaki,3,Middleweight,Decision
2,0,1,Kerry Hatley,2,Welterweight,Submission
3,35,3,Kerry Hatley,2,Welterweight,KO
5,31,0,Herb Dean,1,Heavyweight,KO
2,1,0,Herb Dean,3,Heavyweight,Decision
8,14,1,Steve Mazzagatti,2,Middleweight,TKO
2,18,2,Mario Yamasaki,3,Middleweight,Decision
1,1,3,Mario Yamasaki,3,Heavyweight,Decision
5,10,5,Steve Mazzagatti,1,Lightweight,Submission
,0,2,Herb Dean,2,Featherweight,Submission
0,48,1,Mario Yamasaki,1,Middleweight,TKO
,25,2,Steve Mazzagatti,1,Welterweight,Submission
3,15,0,Herb Dean,3,Lightweight,TKO
9,1,1,John McCarthy,1,Light Heavyweight,TKO
2,14,0,Herb Dean,3,Welterweight,Decision
9,0,5,Mario Yamasaki,1,Middleweight,TKO
3,18,2,Steve Mazzagatti,1,Light Heavyweight,TKO
5,20,4,Mario Yamasaki,3,Light Heavyweight,Decision
4,3,,Herb Dean,1,Heavyweight,TKO
7,20,4,Steve Mazzagatti,1,Middleweight,Submission
10,2,0,John McCarthy,2,Featherweight,Submission
3,36,0,Mario Yamasaki,1,Heavyweight,Submission
8,0,2,John McCarthy,3,Lightweight,Decision
0,13,1,Troy Waugh,2,Middleweight,Submission
,15,5,Jorge Alonso,1,Middleweight,KO
12,24,3,John McCarthy,2,Featherweight,Submission
6,2,0,Troy Waugh,3,Middleweight,Decision
15,0,7,Jorge Alonso,2,Welterweight,Submission
15,0,,John McCarthy,1,Lightweight,Submission
,35,2,Troy Waugh,1,Light Heavyweight,KO
3,0,2,Jorge Alonso,3,Lightweight,Decision
7,0,1,John McCarthy,3,Middleweight,Decision
3,0,3,Herb Dean,3,Light Heavyweight,Decision
1,0,0,Yves Lavigne,2,Middleweight,TKO
3,10,1,John McCarthy,3,Lightweight,Decision
1,20,2,Herb Dean,2,Light Heavyweight,Submission
,0,2,Yves Lavigne,1,Welterweight,KO
14,29,1,Herb Dean,2,Heavyweight,TKO
,15,3,Yves Lavigne,1,Lightweight,Submission
4,10,2,Steve Mazzagatti,2,Featherweight,Submission
4,20,7,Herb Dean,2,Lightweight,Submission
,0,2,Yves Lavigne,1,Middleweight,Submission
3,11,0,Steve Mazzagatti,2,Lightweight,TKO
1,15,1,Herb Dean,2,Lightweight,Submission
7,10,7,Herb Dean,1,Featherweight,TKO
2,20,2,Steve Mazzagatti,2,Lightweight,No
5,10,1,Herb Dean,1,Featherweight,Submission
3,0,3,Yves Lavigne,1,Lightweight,TKO
6,0,1,Yves Lavigne,1,Featherweight,Submission
4,0,2,John McCarthy,1,Middleweight,TKO
4,0,3,John McCarthy,3,Light Heavyweight,Draw
1,0,0,John McCarthy,5,Lightweight,Decision
2,10,1,Yves Lavigne,3,Heavyweight,Decision
6,1,1,Jon Schorle,1,Light Heavyweight,Submission
5,5,3,Yves Lavigne,3,Lightweight,Decision
2,1,1,Jon Schorle,1,Welterweight,Submission
0,10,3,Jon Schorle,1,Featherweight,TKO
16,55,1,Herb Dean,3,Light Heavyweight,TKO
4,0,0,John McCarthy,3,Welterweight,Decision
7,0,0,Steve Mazzagatti,3,Lightweight,TKO
3,0,1,John McCarthy,3,Lightweight,Decision
2,15,7,Herb Dean,1,Welterweight,TKO
1,2,1,Steve Mazzagatti,2,Light Heavyweight,Submission
3,22,1,John McCarthy,1,Heavyweight,Submission
4,10,3,Herb Dean,1,Middleweight,Submission
8,25,3,Steve Mazzagatti,3,Featherweight,Decision
8,21,0,John McCarthy,5,Light Heavyweight,Decision
3,20,0,Mario Yamasaki,3,Middleweight,Decision
1,7,2,John McCarthy,3,Heavyweight,Decision
6,15,4,Yves Lavigne,1,Welterweight,Submission
9,18,1,Yves Lavigne,1,Light Heavyweight,TKO
3,0,3,Mario Yamasaki,3,Lightweight,Decision
0,23,0,John McCarthy,2,Heavyweight,TKO
2,9,1,Yves Lavigne,2,Featherweight,KO
,1,1,Mario Yamasaki,1,Welterweight,TKO
0,2,1,Mario Yamasaki,1,Featherweight,Submission
0,0,4,Herb Dean,3,Middleweight,KO
4,10,3,Steve Mazzagatti,1,Lightweight,Submission
10,6,1,Mario Yamasaki,3,Middleweight,KO
2,0,0,Herb Dean,1,Welterweight,TKO
5,0,4,Steve Mazzagatti,3,Featherweight,Decision
2,0,2,Mario Yamasaki,1,Lightweight,KO
7,17,0,Herb Dean,2,Welterweight,TKO
7,14,1,Steve Mazzagatti,1,Lightweight,Submission
6,20,0,John McCarthy,3,Middleweight,Decision
2,0,2,Steve Mazzagatti,3,Light Heavyweight,Submission
3,28,2,Herb Dean,3,Middleweight,Decision
1,0,2,John McCarthy,3,Middleweight,Decision
0,10,1,Steve Mazzagatti,3,Lightweight,Decision
8,50,5,Herb Dean,2,Lightweight,Submission
4,4,3,John McCarthy,3,Featherweight,Decision
,31,1,Steve Mazzagatti,1,Heavyweight,Submission
8,10,4,Herb Dean,3,Lightweight,Decision
1,0,1,John McCarthy,2,Middleweight,TKO
3,60,6,Yves Lavigne,3,Heavyweight,Decision
5,9,0,Mark Matheny,3,Featherweight,Decision
0,20,0,John McCarthy,2,Light Heavyweight,TKO
9,20,1,Yves Lavigne,2,Middleweight,TKO
6,0,0,Mark Matheny,3,Middleweight,Decision
0,5,2,John McCarthy,1,Welterweight,Submission
5,30,1,Yves Lavigne,3,Lightweight,Decision
9,24,2,Mark Matheny,3,Featherweight,Decision
0,20,3,Dan Miragliotta,3,Light Heavyweight,Decision
10,5,1,Dan Miragliotta,1,Heavyweight,TKO
6,0,1,Kevin Mulhall,3,Welterweight,Decision
3,19,2,Kevin Mulhall,3,Light Heavyweight,KO
5,10,1,Dan Miragliotta,3,Featherweight,Decision
9,0,1,Dan Miragliotta,2,Welterweight,TKO
15,20,3,Kevin Mulhall,1,Lightweight,Submission
7,15,3,Kevin Mulhall,1,Welterweight,TKO
12,15,7,Dan Miragliotta,2,Lightweight,Submission
2,10,2,John McCarthy,3,Lightweight,Submission
4,15,3,Yves Lavigne,1,Lightweight,Submission
4,15,2,Steve Mazzagatti,3,Welterweight,TKO
,30,0,John McCarthy,1,Lightweight,Submission
3,0,,Yves Lavigne,3,Welterweight,Decision
1,15,,Steve Mazzagatti,1,Welterweight,TKO
8,0,1,John McCarthy,1,Lightweight,Submission
1,0,5,Yves Lavigne,1,Lightweight,Submission
3,14,,Steve Mazzagatti,1,Welterweight,TKO
8,0,1,Steve Mazzagatti,2,Welterweight,Submission
7,20,4,Herb Dean,3,Light Heavyweight,Decision
5,51,1,Mario Yamasaki,3,Heavyweight,TKO
6,20,3,Mario Yamasaki,2,Middleweight,Submission
7,0,0,Herb Dean,1,Lightweight,Submission
3,0,,Steve Mazzagatti,1,Light Heavyweight,DQ
2,20,4,Herb Dean,1,Bantamweight,Submission
,15,6,Mario Yamasaki,3,Middleweight,Decision
4,1,1,Steve Mazzagatti,2,Welterweight,TKO
1,11,0,Herb Dean,3,Lightweight,Decision
4,10,2,Herb Dean,2,Featherweight,Submission
2,16,2,Dan Miragliotta,2,Heavyweight,TKO
,0,1,Mario Yamasaki,1,Welterweight,KO
1,14,4,Herb Dean,2,Heavyweight,KO
10,0,5,Dan Miragliotta,1,Middleweight,KO
8,3,0,Mario Yamasaki,1,Heavyweight,TKO
5,14,3,Herb Dean,3,Welterweight,Decision
8,20,2,Dan Miragliotta,1,Middleweight,TKO
4,10,1,Mario Yamasaki,3,Lightweight,Decision
1,15,3,Steve Mazzagatti,3,Welterweight,Decision
2,15,1,Herb Dean,1,Welterweight,TKO
9,0,1,Josh Rosenthal,3,Featherweight,Decision
3,10,3,Steve Mazzagatti,1,Lightweight,Submission
3,0,1,Herb Dean,2,Lightweight,TKO
0,10,1,Josh Rosenthal,3,Lightweight,Decision
2,0,4,Steve Mazzagatti,2,Featherweight,TKO
1,13,10,Herb Dean,2,Welterweight,TKO
0,0,1,Josh Rosenthal,1,Lightweight,Submission
2,25,5,Herb Dean,3,Heavyweight,Submission
2,2,0,Steve Mazzagatti,1,Heavyweight,Submission
4,1,1,Yves Lavigne,2,Middleweight,Submission
4,15,,Herb Dean,1,Welterweight,Submission
1,0,4,Steve Mazzagatti,3,Lightweight,Decision
8,0,1,Yves Lavigne,1,Welterweight,TKO
5,2,0,Herb Dean,1,Light Heavyweight,TKO
9,22,2,Yves Lavigne,3,N/A,Decision
3,35,1,Steve Mazzagatti,3,Bantamweight,Decision
5,0,1,Herb Dean,2,Middleweight,Submission
3,16,0,Dan Miragliotta,3,Heavyweight,Decision
1,0,2,Herb Dean,1,Middleweight,TKO
10,0,2,Mark Matheny,2,Middleweight,KO
1,28,1,Jerry Krzys,3,Middleweight,Decision
5,36,1,Mark Matheny,2,Heavyweight,TKO
1,13,3,Dan Miragliotta,3,Middleweight,Decision
9,15,3,Herb Dean,2,Welterweight,TKO
2,15,0,Jerry Krzys,1,Lightweight,Submission
5,1,0,Dan Miragliotta,3,Lightweight,Decision
8,10,1,Herb Dean,2,Featherweight,TKO
2,10,2,Adam Martinez,3,Lightweight,Decision
1,1,0,Steve Mazzagatti,2,Welterweight,TKO
5,0,3,Adam Martinez,2,Light Heavyweight,TKO
6,0,4,Herb Dean,2,Lightweight,Submission
6,2,,Steve Mazzagatti,1,Light Heavyweight,KO
7,27,2,Herb Dean,3,Welterweight,Decision
5,31,4,Tim Mills,1,Welterweight,Submission
13,20,,Steve Mazzagatti,1,Bantamweight,Submission
6,10,,Tim Mills,1,Featherweight,TKO
1,0,0,Adam Martinez,2,Lightweight,TKO
0,35,3,Tim Mills,1,Light Heavyweight,KO
7,0,4,Yves Lavigne,2,Welterweight,TKO
1,0,1,Steve Mazzagatti,2,Middleweight,TKO
3,20,3,Dan Miragliotta,3,Middleweight,Decision
1,0,4,Philippe Chartier,1,Middleweight,TKO
1,0,1,Yves Lavigne,3,Lightweight,Submission
2,1,2,Steve Mazzagatti,2,Middleweight,TKO
5,0,2,Dan Miragliotta,1,Middleweight,TKO
3,35,2,Philippe Chartier,2,Welterweight,TKO
8,0,0,Yves Lavigne,3,Lightweight,Decision
,12,0,Steve Mazzagatti,1,Heavyweight,TKO
3,16,2,Dan Miragliotta,2,Welterweight,TKO
3,20,1,Yves Lavigne,3,Middleweight,Decision
1,3,2,Herb Dean,1,Heavyweight,Submission
9,15,4,Mario Yamasaki,1,Welterweight,Submission
5,20,1,Steve Mazzagatti,1,Light Heavyweight,TKO
10,0,4,Yves Lavigne,3,Lightweight,Decision
7,15,0,Herb Dean,1,Lightweight,TKO
,0,3,Steve Mazzagatti,3,Welterweight,TKO
,20,0,Yves Lavigne,1,Heavyweight,KO
5,10,3,Mario Yamasaki,3,Featherweight,TKO
1,0,4,Steve Mazzagatti,1,Middleweight,KO
6,14,1,Herb Dean,2,Light Heavyweight,TKO
10,0,1,Herb Dean,2,Welterweight,TKO
0,0,2,Dan Miragliotta,1,Middleweight,TKO
6,0,5,Mario Yamasaki,3,Welterweight,Decision
2,0,1,Herb Dean,3,Middleweight,Decision
0,37,2,Dan Miragliotta,1,Heavyweight,TKO
10,15,1,Herb Dean,1,Welterweight,Submission
1,10,3,Dan Miragliotta,2,Lightweight,KO
2,0,1,Mario Yamasaki,2,Welterweight,Submission
4,0,4,Herb Dean,1,Light Heavyweight,TKO
,15,3,Dan Miragliotta,3,Lightweight,Decision
6,26,1,Mario Yamasaki,2,Heavyweight,TKO
11,0,6,Steve Mazzagatti,3,Middleweight,Decision
3,15,3,Herb Dean,1,Welterweight,Submission
0,28,1,Josh Rosenthal,3,Lightweight,TKO
10,10,2,Steve Mazzagatti,3,Lightweight,Decision
12,0,1,Herb Dean,3,Welterweight,Decision
6,0,3,Josh Rosenthal,2,Lightweight,Submission
7,22,3,Steve Mazzagatti,1,Middleweight,TKO
1,15,0,Herb Dean,2,Welterweight,TKO
1,1,0,Josh Rosenthal,1,Middleweight,Submission
1,15,,Herb Dean,1,Welterweight,Submission
1,1,2,Yves Lavigne,5,Light Heavyweight,Decision
4,0,0,Herb Dean,3,Welterweight,Decision
1,0,3,Steve Mazzagatti,2,Lightweight,Submission
3,0,1,Yves Lavigne,3,Welterweight,Decision
11,15,4,Herb Dean,3,Lightweight,Decision
3,23,0,Steve Mazzagatti,1,Heavyweight,Submission
7,9,4,Yves Lavigne,3,Featherweight,Submission
4,10,2,Herb Dean,1,Lightweight,TKO
5,13,5,Steve Mazzagatti,2,Lightweight,Submission
3,20,,Mario Yamasaki,1,Middleweight,KO
4,0,2,Steve Mazzagatti,3,Light Heavyweight,Decision
7,10,0,Yves Lavigne,3,Featherweight,Decision
2,36,2,Mario Yamasaki,1,Heavyweight,TKO
4,35,2,Steve Mazzagatti,3,Welterweight,TKO
1,0,1,Yves Lavigne,1,Middleweight,Submission
9,18,1,Mario Yamasaki,1,Middleweight,TKO
,28,1,Steve Mazzagatti,1,Middleweight,KO
,8,2,Yves Lavigne,1,Welterweight,Submission
1,1,1,Steve Mazzagatti,2,Welterweight,TKO
,10,0,Yves Lavigne,1,Featherweight,Submission
3,13,2,Yves Lavigne,5,Welterweight,Decision
1,14,1,Dan Miragliotta,3,Heavyweight,Decision
0,0,5,Yves Lavigne,1,Bantamweight,KO
7,10,1,Dan Miragliotta,3,Featherweight,Decision
2,15,2,Yves Lavigne,3,Welterweight,Submission
6,0,4,Dan Miragliotta,3,Welterweight,Decision
,,,Yves Lavigne,1,Heavyweight,TKO
10,20,2,Daryl Guthmiller,3,Light Heavyweight,Decision
4,19,3,Nick Gamst,3,Lightweight,Decision
1,0,3,Daryl Guthmiller,2,Welterweight,Submission
10,0,3,Herb Dean,2,Light Heavyweight,KO
2,20,1,Mario Yamasaki,3,Middleweight,TKO
10,15,5,Herb Dean,3,Middleweight,Decision
3,15,0,Mario Yamasaki,1,Middleweight,TKO
0,0,1,Mario Yamasaki,3,Welterweight,Decision
5,10,1,Yves Lavigne,3,Lightweight,Decision
,0,1,Herb Dean,1,Light Heavyweight,TKO
2,20,4,Yves Lavigne,2,Middleweight,Submission
2,1,2,Herb Dean,3,Welterweight,Decision
2,15,1,Josh Rosenthal,3,Lightweight,Decision
1,10,1,Yves Lavigne,3,Featherweight,Decision
4,20,0,Dan Miragliotta,3,Middleweight,Decision
5,18,3,Josh Rosenthal,1,Middleweight,Submission
1,0,1,Yves Lavigne,1,Middleweight,KO
1,44,4,Dan Miragliotta,2,Heavyweight,Submission
2,15,1,Josh Arney,2,Lightweight,TKO
,48,2,Mark Powell,2,Light Heavyweight,TKO
4,0,2,Jim Axtel,1,Middleweight,Submission
0,15,3,Josh Arney,1,Middleweight,Submission
1,0,3,Dan Miragliotta,3,Middleweight,Decision
2,20,0,Kevin Mulhall,3,Middleweight,Decision
3,0,4,Marc Goddard,2,Light Heavyweight,TKO
5,15,1,Kevin Mulhall,3,Welterweight,Decision
11,1,1,Marc Goddard,2,Welterweight,Submission
8,15,3,Dan Miragliotta,3,Welterweight,Decision
,12,4,Dan Miragliotta,1,Heavyweight,TKO
,0,1,Kevin Mulhall,3,Welterweight,Decision
2,0,4,Leon Roberts,3,Lightweight,Decision
,10,3,Marc Goddard,3,Lightweight,Submission
5,10,,Leon Roberts,3,Featherweight,Submission
5,15,3,Herb Dean,3,Middleweight,TKO
6,0,0,David Smith,3,Welterweight,Decision
3,0,1,Todd Frederickson,3,Lightweight,Decision
7,3,0,Marc Fennell,1,Heavyweight,TKO
11,0,0,David Smith,3,Lightweight,Decision
3,0,1,Marc Fennell,1,Middleweight,Submission
5,10,3,David Smith,3,Lightweight,Submission
3,1,2,Mike Reid,3,Middleweight,Decision
1,15,4,Todd Frederickson,3,Lightweight,Decision
2,24,1,Mike Reid,3,Middleweight,Decision
14,61,2,Mario Yamasaki,2,Heavyweight,TKO
6,10,3,Herb Dean,1,Featherweight,Submission
0,15,3,Steve Mazzagatti,1,Lightweight,Submission
3,1,0,Steve Mazzagatti,1,Heavyweight,KO
5,15,0,Herb Dean,1,Welterweight,Submission
3,1,0,Mario Yamasaki,3,Lightweight,Decision
2,10,0,Steve Mazzagatti,3,Featherweight,KO
1,10,0,Mario Yamasaki,3,Lightweight,Submission
3,0,0,Herb Dean,2,Welterweight,Submission
3,15,1,Mario Yamasaki,1,Welterweight,KO
0,1,1,Dan Miragliotta,1,Welterweight,TKO
4,20,1,Mario Yamasaki,1,Middleweight,TKO
,15,1,Dan Miragliotta,2,Middleweight,TKO
0,0,2,Mario Yamasaki,3,Lightweight,Decision
,22,4,Al Coley,3,Middleweight,Decision
,4,2,Donnie Jessup,2,Middleweight,Submission
,2,5,Al Coley,1,Welterweight,TKO
,13,6,Donnie Jessup,2,Lightweight,TKO
6,21,1,Dan Miragliotta,3,Heavyweight,Decision
2,10,0,Steve Mazzagatti,3,Lightweight,Decision
1,0,1,Herb Dean,1,Light Heavyweight,TKO
4,35,2,Mario Yamasaki,3,Light Heavyweight,KO
3,34,0,Josh Rosenthal,1,Heavyweight,Submission
,21,4,Steve Mazzagatti,2,Middleweight,Submission
7,20,3,Herb Dean,2,Light Heavyweight,Submission
3,21,3,Mario Yamasaki,1,Light Heavyweight,Submission
1,0,4,Josh Rosenthal,3,Light Heavyweight,Decision
3,11,4,Mario Yamasaki,3,Featherweight,Decision
0,10,6,Josh Rosenthal,2,Featherweight,Submission
0,0,4,Steve Mazzagatti,3,Light Heavyweight,TKO
3,22,0,Herb Dean,2,Heavyweight,TKO
1,0,0,Yves Lavigne,1,Middleweight,TKO
2,21,3,Yves Lavigne,1,Light Heavyweight,KO
2,1,2,Steve Mazzagatti,1,Heavyweight,TKO
5,0,1,Herb Dean,3,Middleweight,Decision
1,23,4,Yves Lavigne,2,Heavyweight,TKO
3,0,2,Steve Mazzagatti,2,Light Heavyweight,TKO
1,0,1,Herb Dean,3,Welterweight,Decision
,,,Yves Lavigne,1,Heavyweight,TKO
4,0,0,Dan Miragliotta,3,Middleweight,Decision
17,0,0,Kevin Mulhall,3,Light Heavyweight,TKO
5,16,5,Leon Roberts,3,Welterweight,Decision
7,0,3,Dan Miragliotta,2,Middleweight,Submission
1,0,3,Marc Goddard,3,Welterweight,Decision
,11,3,Marc Goddard,1,Welterweight,TKO
,0,4,Kevin Mulhall,2,Welterweight,TKO
4,20,0,Dan Miragliotta,1,Middleweight,TKO
,40,0,Leon Roberts,1,Middleweight,KO
4,10,2,Kevin Mulhall,3,Featherweight,TKO
3,25,1,Herb Dean,4,Welterweight,TKO
4,23,0,Yves Lavigne,1,Middleweight,KO
10,0,1,Steve Mazzagatti,3,Light Heavyweight,Decision
1,1,3,Josh Rosenthal,3,Welterweight,No
4,10,5,Yves Lavigne,3,Featherweight,Decision
4,28,3,Steve Mazzagatti,3,Middleweight,Decision
3,10,2,Josh Rosenthal,3,Featherweight,Decision
6,16,6,Herb Dean,3,Welterweight,Decision
,29,1,Yves Lavigne,3,Light Heavyweight,Decision
3,30,1,Steve Mazzagatti,3,Middleweight,Decision
2,10,0,Troy Waugh,2,Lightweight,Submission
2,6,1,Jorge Ortiz,2,Heavyweight,TKO
3,15,3,Jorge Alonso,2,Welterweight,Submission
3,22,5,Troy Waugh,1,Light Heavyweight,TKO
2,20,2,Jorge Ortiz,2,Lightweight,Submission
1,20,0,Jorge Alonso,1,Middleweight,Submission
0,25,1,Troy Waugh,1,Welterweight,TKO
7,0,1,Jorge Ortiz,1,Lightweight,Submission
1,12,2,Jorge Alonso,2,Middleweight,Submission
5,4,3,Troy Waugh,3,Welterweight,Decision
1,0,3,Dan Miragliotta,3,Lightweight,Decision
0,7,0,Kevin Mulhall,1,Welterweight,KO
1,34,2,Leon Roberts,3,Middleweight,TKO
0,35,1,Dan Miragliotta,1,Welterweight,Submission
4,0,1,Marc Goddard,1,Welterweight,TKO
6,0,2,Kevin Mulhall,2,Lightweight,TKO
4,26,8,Dan Miragliotta,1,Heavyweight,TKO
1,10,0,Marc Goddard,1,Lightweight,TKO
8,60,6,Leon Roberts,1,Light Heavyweight,Submission
4,1,0,Kevin Mulhall,3,Welterweight,Decision
3,21,1,Yves Lavigne,3,Light Heavyweight,Decision
4,4,0,Dan Miragliotta,1,Heavyweight,TKO
1,9,1,Yves Lavigne,1,Welterweight,TKO
2,20,2,Dan Miragliotta,1,Light Heavyweight,KO
4,0,0,Dan Miragliotta,3,Lightweight,Decision
,0,4,Yves Lavigne,1,Welterweight,Submission
3,0,6,Rick Fike,1,Middleweight,TKO
6,0,0,Dan Miragliotta,3,Light Heavyweight,Decision
,0,2,Yves Lavigne,2,Light Heavyweight,TKO
4,9,0,Rick Fike,1,Featherweight,TKO
2,0,1,Herb Dean,3,Welterweight,Decision
2,50,0,Dan Miragliotta,3,Light Heavyweight,Decision
0,0,3,Mario Yamasaki,3,Lightweight,Decision
1,35,3,Herb Dean,1,Featherweight,Submission
3,10,1,Mario Yamasaki,3,Lightweight,Decision
2,16,0,Dan Miragliotta,3,Welterweight,Decision
,0,2,Herb Dean,1,Welterweight,Submission
4,12,3,Mario Yamasaki,2,Middleweight,Submission
9,0,1,Dan Miragliotta,3,Middleweight,Decision
1,15,2,Herb Dean,1,Welterweight,TKO
,4,1,Mario Yamasaki,1,Welterweight,TKO
